Title,Chapter,Article,Section,Content,Page (int)
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"4. The concept paper is developed by the researcher/s into a Research Study/Thesis Proposal. When the proposal is ready, it undergoes a plagiarism check and is endorsed by the adviser for presentation and defense by the student. The Oral Examination Panel shall document their comments, suggestions, and/or approval of the Research Proposal in the approval form. 
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"5. When the research study/thesis proposal has passed the examination of the Panel, the actual study will be conducted by the student/s under the close guidance of the Adviser. 
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"6. Each student/team is required to present Progress Reports of the research study/thesis either through oral presentation or consultation every week to their adviser. 
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"7. Each student/team submits to the department chair/dean four (4) copies of the complete research study/thesis manuscript, which has been reviewed and endorsed by the adviser. This should be done at least one (1) week before the scheduled date of the defense.""
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"8. The completed research study/thesis shall be presented in writing and orally to the Panel for final evaluation. ""
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"9. The Oral Examination Panel writes their comments, suggestions, and indicates their approval on the Research Study/Thesis approval form.
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"10. The complete research study/thesis must follow the format approved by the college concerned. Adherence to the prescribed format shall be certified also by the adviser. The publishable article should also comply with the format adopted for the University’s journal.
",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"11. The student incorporates the required revisions and submits the revised copy to the members of the Oral Examination Panel for approval, which will be recommended to the College Dean for approval. ",Page: 47-49
ACADEMIC REGULATIONS,"Chapter 12. Research Study/Thesis",,,"12. Approval for binding must be secured before the students can reproduce copies of the manuscript for binding. Depending on the college’s requirements, each group may submit any or all of the following requirements: bound copies of the approved manuscript (with signed approval sheet); 8 to 12-page publishable paper; User's manual; Source Code; Pitching video; Grammarian certificate; Prototype/Device developed; CD (electronic or soft copy of requirements).",Page: 47-49
ACADEMIC REGULATIONS,Chapter 13. Examinations,Article. 1. Schedule,,The Examination Schedule as specified by the University for the school year shall be observed unless otherwise re-scheduled to another date as approved by the Vice Chancellor for Academic Affairs (VCAA) and the Chancellor/Campus Director. The university implements four periodic examinations as follows: Preliminary Examination; Mid-term Examination; Semi-final Examination; and Final Examination.,Page: 49
ACADEMIC REGULATIONS,Chapter 13. Examinations,Article. 2. Requests for Early or Late/Special Examinations,,"Requests for early or late/special examinations may be granted, on a case-to-case basis, subject to the approval of the Department Chair. 




",Page: 49-50
ACADEMIC REGULATIONS,,Article. 2. Requests for Early or Late/Special Examinations,,"The student may be given late examinations within one week after the scheduled examinations subject to approved policies (e.g., before the grade submission deadline) and for valid reasons such as illness, accident, or death of an immediate member of the family, and other reasons deemed valid, subject to the approval of the Dean concerned. 
",Page: 49-50
ACADEMIC REGULATIONS,,Article. 2. Requests for Early or Late/Special Examinations,,The student is required to present a medical or death certificate to be validated by the University Physician. ,Page: 49-50
ACADEMIC REGULATIONS,,Article. 2. Requests for Early or Late/Special Examinations,,"If the Chair finds that a student must leave early (before the schedule of the final examination) because of circumstances beyond the student’s control, the Dean may authorize arrangements in consultation with the instructors/professors concerned whereby the student can complete the coursework and take the final examination before leaving. ",Page: 49-50
ACADEMIC REGULATIONS,,Article. 2. Requests for Early or Late/Special Examinations,,"In cases where the instructor/professor must leave to attend a training of short duration such as one month, the Chair may authorize arrangements between the instructor/professor and students concerned. If the duration of the training is more than one month, the Chair shall arrange a substitute instructor/professor to take over the teaching load.",Page: 49-50
ACADEMIC REGULATIONS,Chapter 13. Examinations,Article. 3. Removal Examination,,"In case a student incurs a conditional grade (3.25- 3.50), the instructor concerned shall give a removal examination within the week after the scheduled final examination, provided that the deadline for submission of grades is still observed. ",Page: 50
